user_id,item_list,item_values
1060,18039 10297 6168 7921 10749 19650 8073 11212 11242 17311,"[2.9976466083216033, 2.9755805791553387, 2.97485986752023, 2.9662232509543074, 2.9548999359866843, 2.896820601689238, 2.8681812172851044, 2.8366450359569915, 2.831893135573824, 2.828169293068075]"
1061,5246 18911 8667 10025 15500 8175 4221 20027 4884 19849,"[2.12033759254001, 2.1121685554502627, 2.089168036634187, 2.0791165481251084, 2.0654355878024724, 2.060707807556517, 2.0587873258400027, 2.039281102297849, 2.037802085145723, 2.033055227778264]"
1062,17279 19654 12016 13585 13931 12758 6267 11337 20161 4944,"[3.562305482147138, 3.5586367811747532, 3.5423527703566773, 3.538652373594434, 3.516414808546279, 3.480772482586334, 3.4801413790035642, 3.467009700451817, 3.4594533916481796, 3.433197158482487]"
1063,6339 16763 21699 12917 18935 8913 7128 13729 8175 10895,"[3.9373998132532515, 3.9265660789009273, 3.9146259115430837, 3.8593688777935933, 3.852498222330189, 3.842431987883493, 3.8254728160803793, 3.82179934633055, 3.815901209381632, 3.8156680519919526]"
1064,11500 12032 15152 6880 18935 8446 1014 18719 21779 20571,"[3.361542193475923, 3.3440825251640884, 3.318326724356857, 3.3155294921753957, 3.3010696832132647, 3.2953576080098954, 3.2933568378087545, 3.2861861548220674, 3.2703583417339757, 3.2684480306704016]"
1065,11212 13931 15947 14592 13600 8175 4138 17631 12758 9818,"[3.229022780269282, 3.0664332386370057, 3.0516529763258387, 3.042728817899858, 3.0226389364731565, 3.0193720320842896, 3.01903129248155, 3.01372004183979, 3.0117082703326394, 3.0097650981654427]"
1066,8116 15695 7128 4894 18281 5319 22162 9404 14909 18721,"[1.896678931413841, 1.8645183933737406, 1.8445468025765581, 1.8396767173068795, 1.834885106586541, 1.8295972603417452, 1.8217692503374896, 1.8157012716921903, 1.8139011461593078, 1.8122804030018673]"
1067,8175 4944 5400 8552 9604 7652 6339 13261 12758 13607,"[3.3855313097628676, 3.3001599745351777, 3.2821453000944083, 3.2571602067836603, 3.2252824882773297, 3.2131069991415826, 3.206091081589105, 3.2041618661226323, 3.196904679156707, 3.1939156653270384]"
1068,21699 6339 9404 7128 16763 13600 18039 21926 13857 15269,"[3.9217544350346, 3.8731735654295196, 3.8563804021231687, 3.848725423729829, 3.81223502423047, 3.8050456496499296, 3.8042666615630725, 3.77542334235757, 3.7739330844377252, 3.769330700848974]"
1069,18661 8175 16494 14690 15174 21562 12758 13261 16368 9174,"[3.037488008044347, 3.032783387885434, 2.9062318104669687, 2.814636354383743, 2.80619118891468, 2.796036093517592, 2.790738575275161, 2.7894515323666673, 2.788433183064207, 2.785781645842074]"
1070,11212 22299 20161 17717 11357 12688 11500 6880 1130 3581,"[3.054674544798974, 2.960988647467729, 2.9591313888191677, 2.9489031689309972, 2.948382009904505, 2.9420267811081593, 2.932341555218121, 2.8915589789328258, 2.869944467111226, 2.838827084270363]"
1071,1933 20402 9267 17033 18935 1671 21128 8175 15926 6339,"[4.158397975884339, 4.114902850668323, 4.086410535485503, 4.084484642992023, 4.042087169383164, 4.041877769381747, 4.039343707126763, 4.014266669986588, 4.009819963462792, 4.001364732398327]"
1072,18661 15500 8175 21992 6409 11212 18059 1130 9823 17912,"[2.1001821231378983, 2.088924732265093, 2.0627478270909, 2.0563661607431785, 2.04092098664158, 2.035766547585452, 2.0351932113279076, 2.0315017670523137, 2.02347558077995, 2.0218709733757136]"
1073,18039 13600 1671 11212 20402 10297 10749 6168 11500 12016,"[3.833310279045836, 3.79720545228853, 3.7961306416366725, 3.794473179283688, 3.779030469759772, 3.759257156813361, 3.75739290111597, 3.7401823140787553, 3.7228099069781293, 3.7055878210597957]"
1074,12016 10297 4884 11212 13600 15500 10749 19452 6267 21926,"[2.284958508058655, 2.2681303825159262, 2.2676740439200342, 2.261195683540986, 2.2556238199643306, 2.2532865885217084, 2.2488493013290776, 2.2468678378695874, 2.245223274303815, 2.23180228631449]"
1075,6267 8016 15238 12016 6866 12906 20402 15500 13600 10082,"[3.0501184255142286, 3.0046612085021382, 2.9946199676487515, 2.98192138987275, 2.972938312412276, 2.9575636725329275, 2.9456310845900084, 2.9436556419849147, 2.929510489375009, 2.917878711441125]"
1076,15500 8175 18661 20027 11212 13600 6267 18942 7921 12758,"[2.306105503781416, 2.286146950900959, 2.2354659496354334, 2.2319532909233963, 2.2225393666057904, 2.2054391179513413, 2.204563426529965, 2.175871590127854, 2.172310679137331, 2.16887089558763]"
1077,7574 12016 17076 6267 8175 8446 2820 14331 12906 15238,"[3.6580720230626933, 3.606489676066299, 3.606423923143325, 3.597632888823201, 3.587153243012961, 3.543587588718332, 3.517353341645772, 3.4829758632668737, 3.4725853994554425, 3.472570786742432]"
1078,12016 19654 21699 6339 4944 13607 6267 8175 13931 11337,"[4.355365002657671, 4.342828810319054, 4.335356030528967, 4.320843189613987, 4.303115867916652, 4.268460584276153, 4.2315215654294365, 4.20836920424572, 4.2081065975396, 4.193390224502759]"
1079,13817 13838 16600 19574 18428 8949 12588 20091 15639 17092,"[2.3315699867609543, 2.3110300696926727, 2.2133883343533634, 2.192738050131464, 2.1533628305186245, 2.1436905746698054, 2.128938767467796, 2.1278153012222196, 2.1272500902048694, 2.11568277687143]"
1080,17889 7921 3058 20027 17838 2517 18099 11633 9398 8471,"[2.6163423859533577, 2.5519915017448973, 2.535174961866097, 2.4455087178499584, 2.4446713377194103, 2.4209614369574317, 2.4117123435983028, 2.3753962856421307, 2.3670913997380785, 2.3640236404847195]"
1081,7574 8446 17076 12688 2820 12016 22299 6267 20161 12675,"[2.676002527029172, 2.6729677731830375, 2.6726821631628934, 2.633869652144105, 2.6250774144858764, 2.617120835157065, 2.6161833182613226, 2.604947419164417, 2.6029603461462565, 2.5731343190716713]"
1082,8544 2019 9818 17709 712 6874 13769 9747 5482 17946,"[2.038981860687723, 2.010718053978808, 1.9781602307423138, 1.9750263093103149, 1.9711610407652504, 1.9702006703746255, 1.9700767467152345, 1.9667017461807819, 1.9664292079638281, 1.9643520080909904]"
1083,9384 16763 21252 10895 7128 11786 8128 3628 4884 1933,"[2.0141542362515095, 2.005603745687326, 2.0009766264177746, 1.9920028949477384, 1.963797799303327, 1.9564019768670293, 1.9204636031833284, 1.9132218104656566, 1.9088324132805616, 1.9082079939880345]"
1084,17209 22139 19564 6874 15092 18039 17311 6022 11809 2424,"[3.481888600625006, 3.470484263137051, 3.4587005703141536, 3.450690233612545, 3.445769769390927, 3.3849414414162795, 3.3730110378128755, 3.372292263086744, 3.3702310696455764, 3.363237369085891]"
1085,15500 20027 18911 10025 12906 19574 8175 4884 6267 13600,"[3.914716452029751, 3.8235707361411544, 3.7980031584940805, 3.795355083987828, 3.763366218316293, 3.7336253028986883, 3.703984399819718, 3.702079602967062, 3.6960853348135227, 3.6846646891740717]"
1086,21926 14771 7595 18039 8175 20027 10845 12758 7735 9404,"[3.3922612211643175, 3.3745574865245773, 3.3629490823363164, 3.3000428826243446, 3.2883245103080614, 3.284011646122239, 3.2779594268817003, 3.274543464860693, 3.2725125763666103, 3.2615113882467006]"
1087,11500 21699 12016 11212 13600 1130 14827 1166 8446 16763,"[4.103965345400153, 4.047075868986328, 4.0223874498608145, 4.008975013233591, 3.9767032400542477, 3.963101496669006, 3.9305278524900373, 3.9292249399901857, 3.9246474758513967, 3.9102778736270825]"
1088,8266 15092 6022 2424 17311 14935 4221 13607 1671 479,"[3.7445866611031504, 3.6857357801796278, 3.668959805751198, 3.640587562386917, 3.6296891235779447, 3.602110851612575, 3.561176639152838, 3.5594894344472805, 3.556647134006475, 3.5562489994971465]"
1089,10195 17570 18039 19391 18935 10749 15500 6168 7921 19574,"[3.462677557189028, 3.4430707607212216, 3.3784778266883144, 3.3760760599100257, 3.3644931898193833, 3.3576680629076474, 3.35404942905405, 3.349604955113435, 3.333589965359589, 3.330128499846089]"
1090,12099 18039 17570 18935 10297 10749 6168 12032 13871 11500,"[3.1562127916866083, 3.1535303513282136, 3.1459904340678553, 3.131038435801504, 3.1074413608811833, 3.067859369248928, 3.067475487908618, 3.0543510156565437, 3.0493388850606293, 3.0468724659425863]"
1091,18935 20402 1671 13607 5597 8544 11212 12032 11500 6880,"[4.698205837354175, 4.636628032819439, 4.619222836391956, 4.592969213851232, 4.57758673826232, 4.568542559421454, 4.4823689039737244, 4.4608179060425135, 4.418883329856152, 4.396123403395618]"
1092,12016 18039 10297 13252 21926 6168 7595 11521 13908 11500,"[2.899498722281682, 2.88078981006408, 2.875121652425159, 2.8120780721301277, 2.808127795358809, 2.8064980016105845, 2.7998516437544443, 2.773935761598294, 2.770467117216756, 2.770254504789425]"
1093,6339 9404 2795 21699 13607 11500 18935 8911 4894 10895,"[3.6961036737990436, 3.650648313283911, 3.644116100259085, 3.6438933567801297, 3.6186578319679783, 3.6134988899543496, 3.5671548500713817, 3.497636449558723, 3.4918771062343894, 3.4885390901113307]"
1094,8175 13600 21926 12016 21699 12758 13729 15500 6267 13931,"[3.436840709887406, 3.4364171046624543, 3.4242280749904737, 3.4184388558638834, 3.408116395975765, 3.386078511719643, 3.386030762708587, 3.3760952993723916, 3.3757388282576097, 3.370198560944153]"
1095,17209 21699 9404 4884 11500 19564 21926 6260 13729 6874,"[4.085322783058869, 4.017129931605742, 3.981802377458747, 3.962685440560273, 3.9599533152310613, 3.952885125287945, 3.9457817768505934, 3.920435754933053, 3.905002844029683, 3.9010523165011994]"
1096,11337 8446 6339 21699 12016 18935 21290 14827 11500 8027,"[2.3224795028184846, 2.303846453395571, 2.287790045251226, 2.2774156299494037, 2.2273687020976825, 2.216930754548916, 2.2026230510630533, 2.1992705823741945, 2.193669967150884, 2.189805244107832]"
1097,4259 12841 6957 21451 20027 12758 8175 3766 21926 21605,"[2.7688103734226175, 2.7253622142054796, 2.69051009962879, 2.6889771680700734, 2.666875723347417, 2.6616946402057717, 2.6525656283920633, 2.650428321744157, 2.6476746533769613, 2.645119616283513]"
1098,18940 1130 21699 8446 16888 19284 11764 12016 6267 15500,"[3.6199589107304115, 3.595832489881127, 3.590573066004752, 3.5677924037247695, 3.5593092087488367, 3.5442131497659446, 3.5428866617475734, 3.541883349710775, 3.5382423843794046, 3.535604314621355]"
1099,17536 10402 12016 6710 6267 21854 21974 11764 19960 11717,"[2.3162367814479983, 2.254007719468574, 2.242616582904083, 2.2375978965282073, 2.236425856100647, 2.2336054922104474, 2.231090282420268, 2.2279382967357053, 2.226554304768499, 2.2263679452729392]"
1100,11412 6752 19942 13607 15441 16087 15174 8175 6618 17522,"[3.0563144354065703, 2.9525631715322187, 2.8833678616728284, 2.8784503040021105, 2.8639404476768515, 2.861775563373154, 2.848733100343534, 2.831348645952636, 2.8135122109276267, 2.8111471061460986]"
1101,8175 12032 12176 11212 10025 11500 17656 21926 17127 15500,"[4.208531332335867, 4.191768667890542, 4.173300323330029, 4.118160697601996, 4.111572969140493, 4.089086054484932, 4.059632761917074, 4.054189488272169, 4.0448335849262085, 4.033172013784008]"
1102,1671 18039 13607 13600 11212 21926 12016 19654 18935 11500,"[4.33098693359814, 4.31129096316543, 4.298469154255982, 4.294806988675525, 4.290899961193845, 4.287442278523976, 4.286364864308618, 4.277922479640099, 4.274377542291697, 4.273344342644786]"
1103,7128 14464 19098 16763 18942 4259 5273 4138 1291 8738,"[2.881159553949874, 2.7625624312437966, 2.7274395133688585, 2.710045516933449, 2.706921527523649, 2.7038880210755343, 2.697784784006139, 2.691663467106564, 2.6878627963668698, 2.6838858564730845]"
1104,8446 11337 12019 21699 6339 3785 3594 12016 3657 14827,"[2.4735541843100384, 2.4352414045515234, 2.431049036648705, 2.42180472369612, 2.3880752495914352, 2.3763374462994955, 2.331743717569239, 2.3280343424331478, 2.325443599545712, 2.3171224984143883]"
1105,8266 4884 11212 15092 15500 8175 21926 20027 19654 21699,"[5.323210747520926, 5.311977887847274, 5.270488440236317, 5.26379768140971, 5.263180322518688, 5.2555391622226555, 5.248722009539208, 5.243250081537776, 5.2295276726014555, 5.211367124209965]"
1106,21699 8446 6267 12016 8175 7128 6339 15238 8027 16763,"[3.0684690084179964, 3.015189661283459, 3.0052803389371388, 2.995538855597317, 2.972896000427405, 2.971698374217642, 2.9613650078317426, 2.9528006870778145, 2.9421568262864004, 2.9307864267457697]"
1107,18935 13607 12032 1671 5597 3482 6264 21095 8544 8266,"[2.7872571632024585, 2.716092450859748, 2.6910210633653935, 2.690689627871393, 2.678635010586482, 2.678170210972728, 2.673762698641234, 2.6555343559901674, 2.6519594629340477, 2.647103316960577]"
1108,6645 15092 18220 17889 20027 18144 4884 13182 2516 6855,"[2.443593830133521, 2.412195724058954, 2.3942011114054647, 2.394135619554695, 2.3859381838563607, 2.383418805635794, 2.383392023544854, 2.3729211732216973, 2.3669469964566323, 2.3636551791920133]"
1109,16888 11371 6880 7970 21526 13817 8544 21779 18940 20571,"[2.103660122882331, 2.1011513653106557, 2.0713841899303342, 2.068951020876023, 2.0617412760656975, 2.0466360400773684, 2.0400638908964144, 2.0394350459192294, 2.017303926065242, 2.0077557078601]"
1110,11212 11500 15500 13600 18935 8175 18039 1671 9818 10297,"[4.608414260990468, 4.524746127739458, 4.4256392927273565, 4.411541863189926, 4.403289591177815, 4.391847982585275, 4.353024376653896, 4.34937658394408, 4.347128912206041, 4.344148288206462]"
1111,12841 13585 12016 12758 6267 21926 16491 4944 3992 19654,"[2.547130909119717, 2.5357313697544877, 2.532831647868177, 2.497988673945791, 2.4861628257814976, 2.479976208475471, 2.4733192248952394, 2.4713541983929557, 2.4658983417062945, 2.453219077959963]"
1112,14771 7595 12758 18039 13600 14821 12257 8175 4138 7343,"[2.6226466067854175, 2.591145018239133, 2.5729790304850932, 2.5447326893153677, 2.5377776324502026, 2.5337105101437443, 2.523512938911238, 2.5235053137227026, 2.5227620357220717, 2.51707674156297]"
1113,6022 21699 10195 4884 479 19564 8266 4221 6723 19654,"[3.5159671202511755, 3.4804581041022984, 3.44512023123497, 3.4332905114611636, 3.4216296170167335, 3.418917302781224, 3.416984174053071, 3.4146428738212506, 3.4092278436741674, 3.394008376758589]"
1114,12032 11500 10749 17296 4884 10025 10297 1786 8266 11212,"[4.053081003113654, 4.048464972267518, 4.025636593241098, 4.018385747607256, 3.984244552555371, 3.955348654671846, 3.955056743817996, 3.939859330693775, 3.938898558285077, 3.9355973533152597]"
1115,18661 17912 16763 8175 19884 19960 16701 8041 8446 20938,"[2.796181461431543, 2.7905062542824592, 2.781439411805556, 2.7648444011989484, 2.759837158414532, 2.756686521300038, 2.7562503434283148, 2.7513059103750757, 2.73972234983864, 2.7295807801649654]"
1116,21699 18039 12016 6267 13600 19654 7921 6339 11500 13857,"[4.840563854963342, 4.803890996707805, 4.7783627747163635, 4.755938350523977, 4.726406362239728, 4.714860009859747, 4.642139406847384, 4.626944665608754, 4.60879762583882, 4.606227626799194]"
1117,21992 6131 1130 4138 21699 15500 19327 18940 7921 17452,"[3.1179055995972402, 3.108346589579928, 3.0767109654532443, 3.06168048450517, 3.0564559923340138, 3.0544213961112807, 3.046026950643595, 3.041907932621356, 3.018948150966743, 3.015125335976329]"
1118,12032 12176 11500 8175 20608 9632 21926 10025 7780 11212,"[3.4124132332110273, 3.3992972712518177, 3.3340490807376555, 3.3302050335482476, 3.3209960087475796, 3.296423314111633, 3.291227176144126, 3.283608484251194, 3.2679777720306062, 3.254566821718823]"
1119,9267 19484 17033 20402 1933 1597 6922 15238 4944 6866,"[3.556855179485243, 3.4929713216619334, 3.4515185835174687, 3.4193565614777666, 3.4099905780517057, 3.395351875391087, 3.39529508628907, 3.3848529899264994, 3.381934137598931, 3.3789250509777604]"
1120,11337 21699 18935 11500 6339 14827 13607 19654 12016 8446,"[4.783229383558845, 4.754819276714753, 4.742543855826571, 4.718501806571541, 4.6751311268636515, 4.660904972903774, 4.66060825638696, 4.648178067308019, 4.636783215532301, 4.616122698079423]"
1121,10025 3482 12032 11500 18039 10297 18935 10749 1442 17570,"[2.444908648261617, 2.4316012457205782, 2.4151968365236054, 2.4126548027281625, 2.4113317354180044, 2.4072002356509365, 2.4061101003925267, 2.39747051750799, 2.3827849949070274, 2.3786247990745006]"
1122,10297 7921 18039 10749 12016 19650 11500 6267 11212 13600,"[4.000057882111701, 3.976269566417624, 3.9581244605628645, 3.9258969542124866, 3.9102907655550507, 3.891630428513688, 3.8881791731936257, 3.8752006178010823, 3.843938330611063, 3.843748521865809]"
1123,12032 21644 8544 10025 12176 10967 6874 10749 9463 20608,"[2.6600679509509213, 2.5382448190407736, 2.5162690344581025, 2.4681093977606277, 2.4520987728606287, 2.4492494368164226, 2.442021995287992, 2.4419142911734375, 2.4296873674788753, 2.4263520782362904]"
1124,15500 12648 18940 7370 16600 3610 10058 17478 11559 6260,"[3.3937200782160066, 3.297395369811075, 3.2013619143191234, 3.1607471933058457, 3.151617124092711, 3.141512400441135, 3.1361167748049907, 3.130320896674463, 3.1191335114831618, 3.1157684595380686]"
1125,2795 18039 7595 7483 9404 16949 7715 20581 13871 11521,"[2.7230651569908555, 2.710630632179501, 2.6884023866108113, 2.6425856491981796, 2.631517803495693, 2.6159070143188003, 2.5657117791107837, 2.564793137724619, 2.554619568829487, 2.5539165648436755]"
1126,13607 19654 21699 18935 11337 6339 11500 11212 12016 12802,"[4.973853640744059, 4.970149620828429, 4.950910500268476, 4.914238761546033, 4.898503934877709, 4.879078595772544, 4.875321925768785, 4.849867139058332, 4.830358842464465, 4.799917465078591]"
1127,21514 21717 18661 10895 17023 8553 19960 16494 16627 7761,"[2.2410151778212732, 2.1694472811261174, 2.1622377854724886, 2.1563764849557128, 2.1560831569562304, 2.153684151614655, 2.151190812447558, 2.1499240991027753, 2.142779799240189, 2.1409689514651173]"
1128,12016 21699 1130 14827 11500 8446 11212 1166 17717 6267,"[3.6510025436098568, 3.6424255815719744, 3.608382443022789, 3.592346264987039, 3.5901903557869215, 3.5736625207272428, 3.5562943099718383, 3.5477031772041814, 3.546303640887302, 3.5327194456115416]"
1129,12802 19564 2424 12926 21699 8266 22178 15269 4894 6022,"[1.84561288668003, 1.8064905999655445, 1.7912058804231703, 1.7731037709820607, 1.7651957102449656, 1.7531025957684567, 1.728438615968907, 1.7241475301124285, 1.7232577228976242, 1.7200628432085732]"
1130,21699 18935 11500 19564 6339 9404 14861 18039 16528 2795,"[4.504682783860263, 4.499700812878937, 4.469141784958905, 4.428514155020483, 4.397278747271071, 4.391195612922218, 4.351707107866874, 4.33453425865936, 4.332590414458991, 4.328202225767755]"
1131,20402 2597 18719 12016 8544 6880 7802 10297 17033 18039,"[2.4539449004238887, 2.3815946581485417, 2.3558845733288094, 2.352295992740263, 2.351781787815382, 2.3502890897679447, 2.3436081325697886, 2.342126397867244, 2.33776370113353, 2.3317568479926853]"
1132,20027 7921 6131 8175 18039 13600 17889 15500 21926 18942,"[4.748878121489429, 4.581801910444843, 4.5796915809429715, 4.557479857594845, 4.5511409463149475, 4.516558420281889, 4.488110616450459, 4.482512041211738, 4.475848639304172, 4.456567491318251]"
1133,6339 21699 18935 13857 8175 6267 8027 19654 8446 12016,"[4.379435565004112, 4.353956950599922, 4.348332573379635, 4.323646644609036, 4.226864088098776, 4.219130239536229, 4.215681780341995, 4.205117659299736, 4.18394728467777, 4.180255209733717]"
1134,21699 6022 19564 11500 12016 4884 11920 15500 1961 13729,"[5.364908085783013, 5.195312162094693, 5.190923162340764, 5.178297296855918, 5.177127231098663, 5.153592647741359, 5.118802659794531, 5.11204402270001, 5.057604901125085, 5.056581076393547]"
1135,11500 11212 10617 3482 18935 13607 8175 6339 11337 18561,"[4.10438529164794, 4.006419113873003, 3.9863427796115345, 3.914537566673486, 3.8962003474604807, 3.8911316472421174, 3.8678516719665748, 3.8446353099646386, 3.8388303058209035, 3.834893956136681]"
1136,18935 1671 8175 15500 8266 13607 16087 20402 21128 11212,"[3.6892899259655105, 3.6608319847505277, 3.6214009348982934, 3.6126782137266744, 3.608119364880615, 3.59813315242147, 3.594866552414855, 3.568934223427654, 3.5545629872535964, 3.5390118148139043]"
1137,18039 10297 13600 12016 6168 10749 6267 11500 21699 7921,"[5.828648552037442, 5.705906667063839, 5.645577894893359, 5.641108546900295, 5.600937694783897, 5.583358292742447, 5.509716913975593, 5.473432307749998, 5.467951716026122, 5.432475488237749]"
1138,9404 21926 11689 5319 13184 16763 10895 1671 21699 6339,"[4.278103271235823, 4.150902577013503, 4.1256374375601865, 4.121956964585096, 4.118964808455874, 4.098916602087058, 4.095456218331256, 4.093801690370815, 4.088148401218432, 4.068055842992122]"
1139,18935 11500 6339 2795 16528 21699 13607 14827 1671 3482,"[3.804037612001993, 3.7538509816339656, 3.6913175460217955, 3.683171073657654, 3.650682782929775, 3.645786783937061, 3.63107135536874, 3.6020119549605667, 3.5889428889538975, 3.5850652423049683]"
1140,4884 8266 18911 20027 15500 4221 6645 8175 15092 5246,"[3.4424266644065473, 3.422447814155781, 3.375913438928374, 3.347581155532371, 3.3468723236816635, 3.3467577076317636, 3.3341910745059264, 3.3299406756576015, 3.3189025511154013, 3.3012972175981425]"
1141,6022 21699 15092 2424 18317 15926 19564 11920 15500 479,"[4.743528382275776, 4.628983088418911, 4.604299925746786, 4.601272319447105, 4.57604939434209, 4.570900042914117, 4.56332727618941, 4.554436951843141, 4.546739020641717, 4.519873165574896]"
1142,18935 8175 21128 6339 16087 18661 15694 1933 15500 5518,"[3.767184171272485, 3.73932864720502, 3.663600854247361, 3.6628523657795373, 3.6550868350390684, 3.6514075559980266, 3.627256156867023, 3.6267042614940124, 3.618369315119529, 3.592129075193129]"
1143,18935 16528 1671 13607 6011 2795 17570 6339 2424 15694,"[3.829780645963254, 3.7460853506007794, 3.712939937447267, 3.6735057581286097, 3.6525837104727525, 3.6365386761790175, 3.6088119195636312, 3.608296558975958, 3.6054265750302354, 3.6047383122663934]"
1144,21699 11500 4884 19564 6022 12016 10297 10749 479 15500,"[4.0402533620445045, 3.9691530498273315, 3.9597286414667403, 3.9331516887080764, 3.8906383716426785, 3.8891467862174367, 3.8672447084955617, 3.8548261582653107, 3.838650185611872, 3.837580701184809]"
1145,10749 17296 18039 17209 4884 10297 9404 21926 1786 15466,"[4.275565359799925, 4.242035026063486, 4.22275630599087, 4.210411428923692, 4.206312945228038, 4.1883261806984, 4.181582799238994, 4.176106389222334, 4.1760944379358245, 4.169476673670287]"
1146,15500 12648 18940 10058 13600 21992 11212 18935 8175 6260,"[5.466592173185607, 5.235892059689659, 5.209124057240958, 5.200213228109541, 5.188856327271139, 5.167942539504854, 5.166959276396454, 5.076895481169323, 5.062355034020882, 5.055534153293174]"
1147,15500 19654 6022 18935 20402 11212 11920 13600 17311 1671,"[4.35219777123094, 4.3506898604032616, 4.345620667670957, 4.332772968234949, 4.324315192918743, 4.311365348612022, 4.280240807332317, 4.280002820786863, 4.269481113768781, 4.265593237455736]"
1148,21699 8175 16763 19960 13729 8913 21992 6840 6339 7128,"[3.5588993972528615, 3.4844117388376, 3.480191010915766, 3.4604845159616797, 3.4450245837725872, 3.439188554388021, 3.4121668376306267, 3.4108528287482702, 3.407380320958693, 3.4069692553805484]"
1149,21699 11500 6339 8446 8175 12016 18935 19654 13729 11212,"[5.886892188566826, 5.784565194158186, 5.7408345927878965, 5.736312182144849, 5.732921448383816, 5.673335270225931, 5.639750544270367, 5.625095674164279, 5.5938522579768835, 5.592119703842753]"
1150,21699 11500 6260 19564 15500 4884 11212 6022 18935 19327,"[4.2765287992352725, 4.269607260722129, 4.226229460103368, 4.221107188564732, 4.2127867695765815, 4.189731029519757, 4.173408084532958, 4.1583858227202795, 4.154864640275798, 4.149344700948254]"
1151,15500 8544 21644 6260 10749 11500 11212 12032 10967 10297,"[4.392698403015108, 4.379073649472812, 4.359175780578802, 4.2884761391759865, 4.279698184882151, 4.261955399983328, 4.2599234197853635, 4.25941504058492, 4.235930664803471, 4.22198512387617]"
1152,21699 15500 11500 12016 10082 21779 15926 1130 11212 10058,"[4.847765527726448, 4.84655813016099, 4.8217378096431265, 4.8180227292289795, 4.800809581719977, 4.786577254054996, 4.783643411454209, 4.773423033070573, 4.763074603704781, 4.762768169377994]"
1153,18935 11500 6339 8175 3482 1671 13607 21699 12032 12176,"[4.764029618021936, 4.647710528388278, 4.637563550831234, 4.587861936540598, 4.5778358431419415, 4.576606265991248, 4.5609362984380555, 4.54357761980769, 4.536140514575005, 4.535246486922446]"
1154,12016 1166 10297 18039 11500 18719 14827 21699 5723 13600,"[3.874079869187355, 3.8546995818304133, 3.7653569561560487, 3.757604952784609, 3.7355708119744024, 3.6921564611309554, 3.6810660367142867, 3.6593315657210597, 3.6210746575851074, 3.6195976820723645]"
1155,21699 11500 17209 9404 12016 16763 19564 11689 1166 10895,"[3.567802017509395, 3.5529925941315685, 3.518721772302711, 3.4903517341106083, 3.4311155673146088, 3.430045560162134, 3.4279213175606187, 3.4128830002910298, 3.4055078061356374, 3.398004714013926]"
1156,6267 12016 17033 7574 19654 20402 13600 13931 17717 12758,"[4.027445773887895, 4.021124705508681, 3.874854988146964, 3.8474433555481893, 3.8438895819926313, 3.835994210918545, 3.8316799844933294, 3.8290524432340067, 3.8178616209740133, 3.81521086490022]"
1157,18935 1671 17261 20402 13607 9492 17570 6752 15694 11412,"[4.215639122315435, 4.178494616669879, 4.143221098434343, 4.132786041884783, 4.117890403257433, 4.085901721300552, 4.083931904122536, 4.06351511985824, 4.061751799739295, 4.058950676918389]"
1158,15500 16763 21699 6840 13600 8913 13729 10058 21992 19960,"[5.154990087841333, 5.065171026795528, 5.037985571809634, 5.028849280870148, 4.992081401406359, 4.9607671126507435, 4.955199213686446, 4.932364435022369, 4.92684845345115, 4.907518072048709]"
1159,15238 12906 6267 11554 8175 13857 11300 18037 8027 18661,"[3.634125912682515, 3.624863519955839, 3.548478591607735, 3.5441433184604167, 3.505990127805509, 3.49537886629148, 3.487836726609375, 3.482911426132462, 3.4787380246380293, 3.4730765440695452]"
1160,21699 19654 18935 11212 11500 13607 12016 6339 11337 6267,"[5.299825024027924, 5.263095060430726, 5.250048358170252, 5.241410993207211, 5.212817461689273, 5.183211107645089, 5.155037935642494, 5.126574875643399, 5.086454294513552, 5.076159157679721]"
1161,21699 11500 12016 8446 14827 5735 16763 9404 5319 18719,"[4.2658017946782785, 4.234561069841892, 4.229819811947378, 4.14928074181183, 4.133800563634842, 4.132778980414794, 4.126983385781637, 4.114009954090896, 4.066569996400133, 4.061659442929883]"
1162,15500 18935 17570 13600 20402 12648 10058 11212 1671 10082,"[5.75664527343516, 5.692910204175985, 5.628678103519959, 5.614707245386299, 5.608657009747056, 5.579176721876024, 5.5646904186837105, 5.559372930027678, 5.5444237757045505, 5.535456429473798]"
1163,21926 8266 8175 6339 1671 21699 18935 11500 20027 13729,"[5.063186350262764, 5.018969689580568, 5.017835655370489, 4.99661435532065, 4.939985675213221, 4.934761877687726, 4.915103294280794, 4.900493883856974, 4.900281614628088, 4.893216399560975]"
1164,7921 13600 6866 18317 6922 15052 15500 8016 6267 8738,"[3.952924099041695, 3.9348997692549106, 3.9287921674795707, 3.893064334832189, 3.8898497810304717, 3.8833513133273065, 3.8763445671850527, 3.8498801709656902, 3.849294377298389, 3.8318502114122857]"
1165,11500 18935 20571 20402 12016 10082 18039 17570 18719 6880,"[3.155690050707282, 3.1538517188363557, 3.142278801568444, 3.1385242456790627, 3.1374060171583036, 3.133627931161881, 3.127550426505184, 3.11042618799718, 3.0951645961588676, 3.0946790429149775]"
1166,18940 15500 7921 6267 19654 17717 12648 18221 9823 12016,"[3.564272672905033, 3.5196288602774883, 3.5122283744187373, 3.484526753781185, 3.44659123997919, 3.443007329843991, 3.4233592774159445, 3.415751693223444, 3.3927729329544083, 3.384881833431649]"
