user_id,item_list,item_values
1234,6 88 14 87 106 51 202 72 183 26,0.026281340366065064 0.020301408295345182 0.016001580953371515 0.015605135860072812 0.01560292094736991 0.014888503660714855 0.014149854969200498 0.014051531235685142 0.013513131406729662 0.013349101601944236
1235,139 133 171 7 146 165 254 350 316 292,0.1354413086826848 0.11330247372659072 0.11245505156633279 0.10490300322950895 0.09727557275897966 0.09440652591343625 0.09041064538121293 0.086666585905714 0.0851581714436125 0.08514606747892987
1236,7 11 17 28 6 5 27 47 50 42,0.09629616402628688 0.0931048944677623 0.08174176738014532 0.07395344257458344 0.06730883638974844 0.06520281517138106 0.06480608938832297 0.06469491211617845 0.05788148381092339 0.05618760176474292
1237,6 88 51 87 72 202 106 183 179 105,0.01933239205133309 0.016762777141303805 0.012898982205002458 0.012282414328959856 0.012114425247008917 0.011861472294001295 0.01145580796743922 0.011055623958663843 0.010803672510930807 0.010577957540263503
1238,11 31 41 40 17 39 28 7 5 55,0.06910006431901303 0.06376513600285363 0.06132739141926992 0.06125001639100362 0.06070293721805419 0.05907743907435204 0.05492139630298963 0.05227036250229837 0.051687848894943586 0.05151655117171089
1239,6 38 11 17 93 28 24 27 3 47,0.2131395884246296 0.17722773945071577 0.12303466045159293 0.11673106873027699 0.11423095884507055 0.09713889000377501 0.09510650742593704 0.08783782327343767 0.08690377327290713 0.08477323964100797
1240,11 17 28 27 47 50 42 37 9 145,0.0905172881993057 0.07956116077106092 0.07198277555076625 0.06307584001490972 0.06297153614456838 0.05626102052048085 0.05462774166507328 0.05235357925620662 0.038270815541343796 0.03717920352515166
1241,4 1 2 16 44 7 3 25 15 34,0.39466749496249365 0.17045719587808408 0.11076565184186293 0.10226232084961195 0.10221344437695612 0.09412645561721006 0.08968177763571515 0.08011949191501104 0.0758677084065491 0.06523005928915405
1243,22347 7415 7407 7408 7409 7410 7411 7412 7413 7414,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1244,11 17 28 5 27 47 50 42 37 9,0.014665884595235688 0.0128873121268467 0.011659293369066657 0.010502321710257643 0.010216172955683292 0.010199709187386986 0.009106519239926109 0.008857613916470334 0.008547267306972715 0.007968873929291315
1245,7 139 11 133 9 171 34 15 17 32,0.012288090643442622 0.010865783015252279 0.010075644095022037 0.009927064818762672 0.009770466649250782 0.009674100052895488 0.009483817982080188 0.009378411244997668 0.00885049912951795 0.008459209319238678
1246,22347 7415 7407 7408 7409 7410 7411 7412 7413 7414,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1247,11 28 5 27 47 50 42 37 9 31,0.16786873270018624 0.1333804683274484 0.12173941326621357 0.116993951375587 0.11667454823282951 0.10418195503276079 0.10256844349851438 0.09743341560158693 0.09570560497690676 0.08316176900160666
1248,7 6 34 32 51 99 87 94 36 72,0.13263234548877617 0.0758125485277697 0.0755443293728687 0.06538860599326198 0.06526540709868525 0.06206365788486465 0.0586638018155257 0.05728409556647607 0.056844292448353116 0.05440558288713322
1249,34 22 20 66 32 60 99 77 15 94,0.05251643821791643 0.048704767441279606 0.04752263583348168 0.04723473254044168 0.04686397484256898 0.04244309565792358 0.041618077288423434 0.04157243726614519 0.04151546132352572 0.04105775587324107
1250,8 20 44 16 112 48 25 19 9 139,0.3571879804583043 0.17858262699798533 0.16058890386453364 0.15125761232896617 0.1509086196470076 0.14478237660140547 0.14267178263135813 0.14220154563194312 0.1394752956934756 0.1377428141626343
1251,1 4 6 139 8 38 133 19 22 20,0.0815143231685829 0.03298763192679854 0.02268397692455738 0.019958251466840052 0.019613067001922946 0.017951227428175776 0.01787279785728887 0.01636334657167462 0.016274990418830976 0.015830064961675314
1252,7 11 17 28 5 27 47 50 42 37,0.16502380422436383 0.10650782883674549 0.0934761035402056 0.08455083091964481 0.07522179961322016 0.07410272315579702 0.07396726877733115 0.06604573936934324 0.06444747186222816 0.06346240885448322
1253,32 15 94 4 96 138 36 182 8 208,0.3362548502950557 0.30792827030050646 0.2999205991851415 0.2962760371180078 0.249941684790527 0.246335125348282 0.22059557706436847 0.2169240114538959 0.2001746888002998 0.19728703280612267
1254,7 6 88 87 106 202 72 108 105 183,0.0871662433845655 0.07026850660052375 0.059366506056033816 0.047991205048792625 0.0436185584629837 0.04072825572188026 0.04021837673788692 0.03887465968096976 0.03859862138475633 0.03780192243921735
1255,8 133 146 165 347 318 388 325 329 314,0.4228160098959454 0.41030286771606506 0.34349386401611415 0.3342096775760947 0.3116653938043359 0.30025223148772734 0.27845020947470217 0.2728066786376311 0.2726565042768222 0.2534752543831769
1256,38 93 24 203 7 188 214 211 14 3,0.20739626682732132 0.13035893348720443 0.12066605507893526 0.10195631926140371 0.09779901430659801 0.09224423255359689 0.09012359750400287 0.08892937604964538 0.08690780739029465 0.08321547262621276
1257,8 20 19 33 48 65 44 45 73 80,0.4250621050959882 0.3103534434517833 0.2325800435512778 0.2314590211201434 0.23019587571698472 0.2007440365477338 0.19868306676514486 0.19648485972384885 0.17672580692569492 0.16229169528253973
1258,34 7 32 99 94 96 138 182 208 66,0.18053848775885717 0.16479868186974628 0.15758571251386153 0.1445078385252526 0.1397494565483688 0.11618650308940282 0.11438772720069454 0.10073439114980436 0.09161082798293876 0.08338792145555636
1259,11 6 17 38 18 112 3 10 15 5,0.21202994027567496 0.20572013139218345 0.19366322031080696 0.1864682960962034 0.17664690460205962 0.16280710279791757 0.16129358612188677 0.15256515474716872 0.15030665598097176 0.1494750105667163
1260,4 112 18 10 54 15 16 68 36 30,0.3709844549276025 0.16911759343401847 0.13653496512847446 0.11686308467170418 0.11320836623162353 0.11311270821224027 0.10280790784491889 0.10132451612544302 0.09958571168036241 0.0982592636728784
1261,11 47 50 37 145 35 136 122 23 71,0.6753177501867224 0.4698281335426557 0.4194851171110769 0.38853060858563815 0.2754609990479055 0.2597468102606174 0.23637316401956054 0.2067686494306814 0.19370791417009373 0.18896703545482726
1262,7 11 17 28 9 5 27 47 50 37,0.1722099915620549 0.06682641682789385 0.05858424348187746 0.05299856141037875 0.050328783468432246 0.049634897308728915 0.046438827999865706 0.046365342947607587 0.04143595243525582 0.0413809921021781
1263,112 18 54 30 15 10 68 137 36 51,0.15874998281714364 0.1373658480461301 0.10574787650917211 0.1021820634838019 0.10089374533573504 0.09768516891861052 0.09699915947563174 0.08977914135932384 0.08958600700895923 0.08893542477107662
1264,7 22 20 33 48 6 26 65 19 14,0.020114408472487213 0.007813970048345508 0.007518710003078178 0.006474058833849328 0.006394538549475643 0.0056947356962890276 0.005535593467239631 0.005279330124028618 0.005263292147764168 0.00510295417724157
1265,1 4 11 17 28 8 27 47 9 19,0.18595557065321186 0.1795009139249075 0.14787340113597863 0.13179964214122766 0.11730279820122838 0.10372566272738575 0.10348581103282672 0.10257334650122589 0.10172552125493399 0.09996934978141842
1266,38 18 112 3 15 10 24 54 11 93,0.2583764474263457 0.22650625191258555 0.21292502544256242 0.1995148873844791 0.18236889438857076 0.1715213905844869 0.17077527078647856 0.16800679801711504 0.16603987513105495 0.165147422338353
1267,7 112 139 54 133 30 36 59 15 9,0.19168450856838182 0.03819417631498304 0.03393899048777784 0.028904785638905927 0.028738479995985396 0.027921847852457556 0.027291808374405372 0.026547404959108973 0.026342128140358217 0.025106890683788605
1270,6 38 7 93 24 31 40 41 39 203,0.21179980001233578 0.1742098048439382 0.1162292566158943 0.10946131449025139 0.09966721141941653 0.09282467494712576 0.08935429715660081 0.08899712925298389 0.08558811889690068 0.08454316058478435
1271,6 17 28 38 27 5 47 88 42 50,0.4492676071937741 0.26261238780387225 0.23007245494729403 0.21094896281663628 0.2040206469693444 0.20246237300706904 0.20108895953592215 0.19185751102786192 0.183786586943999 0.1799389975660804
1272,11 17 27 47 50 37 9 16 44 3,0.5391739658762827 0.47358999043341177 0.37546285433089394 0.37482689893524096 0.3346459777867671 0.31039773241462465 0.2735400778787179 0.26843577066682855 0.26330873638587243 0.22860977840047095
1273,15 32 36 138 66 3 29 324 1 344,0.4968974698906796 0.45766977601798847 0.3649709435764574 0.33101908066824165 0.23904704098984716 0.23527309096101462 0.21804212257692804 0.21251842671943152 0.2067914972894046 0.20305482572167805
1274,34 15 32 99 94 96 138 36 11 6,0.022214970416281173 0.020064881058801387 0.01923022625955096 0.01786824436162785 0.017126543329971097 0.01466719626871095 0.014282434180773927 0.013714157617424538 0.013648132300894567 0.012608279760155532
1277,17 28 27 47 5 50 42 37 6 14,0.10983484323355601 0.09937374970559017 0.08707513061296837 0.08693351180324609 0.08462604006616815 0.0777438940118246 0.07538089876528263 0.07322190455572695 0.07003842979443346 0.05352790759643219
1278,139 171 146 261 350 318 292 9 269 388,0.3996985272588166 0.3266606266996116 0.3015682776228085 0.2887333227969141 0.2555310633040463 0.2493773454425873 0.24928223513038014 0.23777413993559762 0.23593526140438187 0.23031643465831028
1280,11 27 5 42 37 9 145 35 23 71,0.42535770487526253 0.2964556035362269 0.2881112919133318 0.2566415054184873 0.24384161714634395 0.17963104582128103 0.17310374027909511 0.13684284391022078 0.1206324714555824 0.1188013906482282
1281,7 15 34 32 36 99 94 11 9 139,0.09942213388499321 0.07289262133275506 0.07214995619278751 0.0638050705026862 0.05881348445631512 0.058054713640010684 0.05565412757280195 0.05221632131351016 0.0509384547836289 0.05020625993677228
1283,20 6 33 22 48 9 45 7 3 65,0.16408016174414544 0.15876283312950057 0.15007844640455922 0.14502566828109886 0.13562354981144897 0.13043341985110296 0.11409344451862556 0.10635222441005363 0.10146434479889536 0.09811306486216732
1284,32 15 99 94 96 138 66 9 36 182,0.2783586748042049 0.24779241569022306 0.2344535697748542 0.23159660583017086 0.19945926940181846 0.19351177137310321 0.1909630502727551 0.17392275831695977 0.171200935236843 0.16804209506010206
1285,7 34 32 99 94 36 96 138 182 3,0.15820813876615777 0.09419348226540342 0.08474259678960396 0.07448688906791437 0.07364162064149436 0.07187471754798305 0.061891245470384465 0.0607064584921021 0.05330191583369198 0.050900243769881476
1287,11 17 28 5 27 47 50 42 9 145,0.11828904417918382 0.1041384623087594 0.09403010975420943 0.08286618964697393 0.08245469424106908 0.08225478353086592 0.07344560283152586 0.07170073930553332 0.0610099914843845 0.048277109306248206
1288,39 76 34 15 32 8 36 16 10 29,0.7522026042572066 0.5300189752516924 0.46947275565493113 0.4502534238239728 0.4264363042665754 0.4151116483170759 0.33388639196753245 0.2538193920837191 0.24527116279880135 0.2222480238501909
1289,22 20 65 103 80 115 194 163 228 24,1.2007426789737132 1.1082158758984666 0.8280452159066928 0.7721661550058044 0.6837572503579188 0.5955785824010351 0.5488607890435434 0.5063250376106377 0.49459115093309014 0.47373984278597076
1290,112 15 18 6 30 10 36 68 54 9,0.17484767355386877 0.15316897679438538 0.1390694021984039 0.13725901173801458 0.13175380283793345 0.13101083118365645 0.12761704064172585 0.12097853289208453 0.11005663679947143 0.10405964422467605
1291,4 40 55 58 76 3 16 486 25 342,0.5275374615843296 0.4544156846515259 0.38221404474177434 0.353830849971721 0.2949552574111778 0.251885924840285 0.11206235090119075 0.08970358904318365 0.08790888971702908 0.07902991908585502
1293,6 88 14 87 106 51 202 72 26 183,0.01222120602823699 0.009180315180365464 0.007959358062013717 0.007298243642519522 0.007180313920755079 0.006862378706430456 0.006395992712286358 0.006319256669178921 0.006314789569188198 0.006106308823340925
1294,6 34 88 32 99 51 94 72 139 133,0.1852624907150303 0.1799235528039639 0.16623774876803324 0.15443653356435585 0.14744085401382262 0.13820705047622245 0.1364829720330025 0.13436134666171956 0.13058907993817076 0.1273021381281981
1295,4 1 11 139 17 9 28 44 171 16,0.4326831538236681 0.19633152225464298 0.14861076248410615 0.1339605532859581 0.13248059314430394 0.1291975235093008 0.11785888115482522 0.11230674523877074 0.1122053424668645 0.10451743982714427
1296,7 18 15 36 10 30 68 137 51 87,0.24699517267086585 0.040133688949179194 0.034361345393368395 0.030949101064055698 0.02936687985777815 0.029350864638188603 0.027770112545850666 0.026976503268092786 0.025661827103686207 0.02498312335272919
1298,41 3 342 20 9 6 143 22 48 19,0.9695235334467418 0.49650983344712335 0.1717091909397318 0.1609782738525546 0.1406825118231002 0.1368866317784343 0.13634330238827316 0.12527724505826934 0.11980323206434512 0.10291548784722403
1299,41 40 55 76 112 18 54 10 30 78,0.605574057702465 0.6042702671241831 0.5082807616718643 0.40596842315097864 0.20986623187271164 0.17877450426341412 0.15006624509700875 0.14894670645693028 0.13538725533038282 0.13324719570592858
1300,41 40 22 20 9 58 65 73 14 10,0.6899863040239513 0.6886037291854721 0.6218440767494001 0.6032642601674431 0.5467931529666218 0.5443342110475922 0.39397426201612235 0.3778914775860534 0.375638390575491 0.3666032756772914
1301,34 15 32 7 99 94 96 36 3 138,0.0553453641817426 0.04987414140636201 0.0491504216617004 0.048734171148393284 0.04384894626893286 0.04326154652406643 0.03667483425676237 0.03634067365083879 0.036307913299684635 0.03587164323182079
1303,31 40 39 55 58 9 139 76 171 133,0.26799038775440176 0.25713365000045985 0.2509656034944304 0.21649340622675303 0.20088855439861847 0.1981069097993666 0.18212463544393925 0.16757856734730003 0.15317558189757802 0.15227705420227314
1305,11 4 28 27 47 50 42 37 9 3,0.45439385630928847 0.4314666011788085 0.3604965514757017 0.31630777178075614 0.3153404993846406 0.2815452413756066 0.27594779641964345 0.2687349810759752 0.22710437233340128 0.20758441802087002
1307,18 54 10 15 30 68 137 36 59 3,0.1483257159131221 0.12225200442671016 0.11032938972560911 0.10807462841466553 0.10412640850360054 0.10397443291066744 0.10363755904390173 0.10091195313979832 0.08064574634124684 0.07917597120684414
1308,31 41 8 58 3 139 76 165 9 350,0.4297978881812167 0.4151978967487496 0.36266324642979963 0.3249069258987303 0.2932527140498407 0.29250005701660764 0.2755964870735129 0.21863726627063026 0.18942738353825414 0.18723254245611742
1309,7 1 112 18 15 36 10 30 68 3,0.09722573507134318 0.019554983510580312 0.01894916906590227 0.016654510187498063 0.014122194334326202 0.012754098114766969 0.012741440538899373 0.0125887372647496 0.011078845422580173 0.010719612595296298
1310,139 171 261 165 7 347 350 316 292 269,0.12180963284743705 0.10226352320070008 0.08956850951324924 0.08662732202578505 0.08188802758583097 0.07944403051731028 0.07789518625598517 0.07655834407354355 0.0763824122299741 0.07414524283001638
1311,31 40 41 39 2 55 4 58 76 1,0.06217917194720053 0.05973599534300662 0.05969041574976776 0.057683819728976016 0.0512026599343477 0.05022961525199797 0.047552006487996595 0.04671330900597051 0.03966084878298014 0.03355214959223953
1312,8 20 19 3 33 22 16 44 48 25,0.35717404185617807 0.24145301987890938 0.21737172168073748 0.21039347937900862 0.19266237467313668 0.18897042655635157 0.18691808442852167 0.17961447712324316 0.17414563566491337 0.16938262666086445
1313,1 6 38 11 14 17 34 28 88 3,0.36233217837868686 0.1697088169747237 0.09534519010652744 0.0920634309027327 0.09034698122345305 0.08463441361962334 0.07534961831507608 0.07287416735991391 0.07073314781657732 0.0683895982198618
1316,11 17 28 5 27 47 50 42 37 35,0.11775408107354621 0.10351683235792221 0.09362153233996032 0.08341731601682523 0.08207372815886038 0.08190436182974621 0.07313081928691981 0.07198919778149367 0.06833304083468744 0.05795120579992933
1317,6 14 3 9 19 25 30 33 20 88,0.14382222596395772 0.08518326535386506 0.07075379738100664 0.055438698208907365 0.04788357604117476 0.04458414536021133 0.04447549592950957 0.044422522047235624 0.03912711429998086 0.035844053865038465
1318,7 34 15 32 4 99 94 88 6 36,0.0028325020328536475 0.0027583071166501307 0.002629033113981504 0.0024228217865423624 0.0023915022248273466 0.002235106665150517 0.0021101821932122612 0.00197789088186086 0.0019691257588940417 0.0018643835387515705
1319,6 88 139 87 106 133 171 51 202 72,0.0024251389748555134 0.001848419376434041 0.0016796970391702894 0.001420949367964901 0.0014075922423256928 0.0014050790853921335 0.00139749867840428 0.0013611300526631942 0.0012882381616946916 0.0012413007967781622
1320,6 88 87 106 51 202 72 183 105 108,0.014370678409777734 0.011180959444117683 0.008594506890449103 0.00851316044221087 0.008197644847700634 0.0077930444303614945 0.007509171524054743 0.0074375985136577675 0.0071944539913121365 0.007083330208422896
1321,4 22 19 16 3 33 48 11 25 45,0.6022058711645254 0.18940625989132362 0.1855763973904222 0.16731272174146816 0.1597589880296187 0.1518309679814013 0.14622861249912256 0.14473678465354847 0.14196816877599788 0.14047186894552877
1322,17 28 31 5 7 41 50 42 55 37,0.6464084841802263 0.58343166176417 0.5499732065138742 0.5380112967405102 0.5311278855306267 0.5282592818303122 0.45583003044676246 0.44841083449801367 0.4441786523924069 0.43125218786300884
1323,88 87 51 8 14 26 30 3 90 25,0.32900672492288674 0.3198418605928164 0.31312610596940593 0.3115167676320579 0.30911731274178306 0.29534422998215587 0.29262567002202605 0.27099971098085185 0.2665369648371067 0.2623836876263352
1324,6 14 3 9 19 33 20 25 30 128,0.11257722059041013 0.07092869615725413 0.06976788263989417 0.05634216721688242 0.05012497819840072 0.04719729706209989 0.04171245985073205 0.0384799786608623 0.037447268993923866 0.032322235322158215
1325,22 20 9 11 19 48 33 45 17 65,0.2374676812832225 0.20429937611675836 0.19953867356965707 0.18240364314916388 0.17442298415413907 0.1696263977260803 0.16886262140715325 0.16077833275064324 0.16039585570965278 0.1521096645711148
1327,6 18 112 106 30 90 26 108 15 114,0.26538907468152917 0.22175260714221137 0.20440085044812817 0.1886059082689145 0.1858959967392014 0.17942199406781112 0.17746450263818922 0.16674612428102667 0.16143551662161984 0.1606231307409438
1328,7 6 2 88 87 18 15 112 106 26,0.09267724333199324 0.025037277526787662 0.02290860629044891 0.021009277683724178 0.019735882846684982 0.018686761613463627 0.018446598395299527 0.01837111448663872 0.016447109893033895 0.016103125615710572
1329,17 28 7 27 47 5 50 37 9 145,0.22195668748639563 0.2008061158109258 0.18800620848995006 0.1759689516653944 0.17566776545659063 0.17208434508083872 0.15693086709662987 0.14804831926555542 0.1177863333701332 0.10355160870569517
1331,7 34 32 94 6 1 88 96 138 51,0.23432424259634774 0.21699721956106346 0.1875123250025513 0.16670001699079046 0.1606324983071633 0.15446377260801789 0.14023026829961457 0.13822473818722572 0.1360709021927113 0.12705248344700176
1332,139 133 165 254 347 350 9 269 314 408,0.6053721951587401 0.5113948186259948 0.4383340532036991 0.40488774295158736 0.3888526506284392 0.38553921961725707 0.36203136097521776 0.35758404313455305 0.31708481899648105 0.31048412216801546
1333,58 3 8 22 33 9 48 65 103 83,0.7045890408678628 0.5111971361822412 0.34873020870647775 0.34285476784869073 0.29326444109589134 0.27769978981162313 0.26384187590734937 0.221894406609578 0.2128170667540472 0.20420356675608517
1334,6 18 14 3 30 36 106 10 108 112,0.5629769714021814 0.2860667937637373 0.2643586735526967 0.25111596992686536 0.24953723243422604 0.24387697177179396 0.24117516432876104 0.22719832962981026 0.2234872503726323 0.21883248144591677
1335,41 39 76 3 6 38 15 93 24 5,0.5684456725923901 0.5484097514231959 0.3724493605790011 0.35831793817664914 0.24210215225675974 0.19471278154193575 0.12849352301363945 0.1238913850288394 0.1199611401998919 0.11576893291448234
1336,6 3 14 9 19 33 20 25 30 128,0.09615508681129593 0.0695097953402195 0.06155370001723474 0.05448585445350233 0.04705533856642316 0.043638573939311025 0.03666813117580799 0.034627319182105154 0.03385939029395406 0.03085288964640023
1337,6 88 87 106 51 202 72 183 105 108,0.03977559897473398 0.03098622054966234 0.024181262643443127 0.023717389007036696 0.023105314394715394 0.021496041740850454 0.0206645056680309 0.020466587362099983 0.02003127368246938 0.01980920184461639
1338,11 47 42 37 9 145 136 35 122 23,0.504099197510785 0.35075757176405703 0.30415815721245076 0.2889767723710502 0.21247854673823466 0.2051451399505579 0.1744245331838717 0.16240252562544857 0.15321715213791592 0.1424269249583715
1339,20 1 14 33 19 22 9 80 7 24,0.16121223417966346 0.14987088788093997 0.14937039420035056 0.1481049291059766 0.14331742416731683 0.13324208121682193 0.11835713484236723 0.09939638434364123 0.0923896123014551 0.09193559529513375
1340,3 15 6 38 36 18 112 31 41 30,0.24451629189829077 0.2333965362065442 0.20650758278220915 0.18858875548880175 0.18061709673111026 0.1686252796163555 0.16235056368991793 0.14691713792850078 0.14203780266762694 0.13672180182753374
1341,7 11 17 28 27 47 5 50 42 37,0.00721984196327231 0.003957406013757326 0.0034719739494319182 0.003141285611961356 0.0027525751778451828 0.0027480338676052524 0.0027113303463409152 0.0024536088811781746 0.002382835965909388 0.002350182309952663
1343,4 8 34 44 32 15 99 94 3 25,0.14501673500864753 0.08444556144499141 0.03969488759692319 0.03628812252435517 0.03602117382976555 0.033152807722928244 0.031232684736878496 0.03087073093224227 0.028968564929728286 0.02700208497382325
1344,11 17 28 6 5 27 47 50 42 37,0.03648128535563634 0.03204903905091998 0.028996355763248476 0.026557648661474823 0.025735485597871248 0.02540748657356427 0.025366258654513755 0.02269519336903846 0.02200135100136661 0.02178239704186006
1345,6 38 93 15 24 203 188 34 3 214,0.2033636276103396 0.1668706597987324 0.10672425517437971 0.09870383181993392 0.09286423809369791 0.08315324942424661 0.07500327680341308 0.07401564657503955 0.07312314550698513 0.07230884089939019
1347,11 4 28 5 27 47 50 42 37 8,0.17884049904287835 0.14243317705031328 0.14213711137592347 0.12599565325162737 0.12455302909234604 0.12434414056318263 0.11103131820716894 0.10792245976083076 0.1033991393971497 0.08223250228284652
1348,112 18 54 10 30 15 68 36 137 59,0.14892773462811282 0.11902772542049127 0.09915483167674159 0.09152734587923202 0.08596159945642155 0.08534905664966425 0.08235310434809583 0.08211424343740444 0.081918198270875 0.06981563325641293
1349,34 32 99 94 96 36 138 182 11 208,0.1542143616086119 0.13471442435690464 0.12191567550429645 0.12056023330014659 0.10315491081996266 0.10275161562528988 0.10071678798862758 0.08745493782608138 0.08205442003892952 0.07997720588372705
1350,58 76 3 8 5 44 11 16 486 17,0.6022404704795915 0.5023283601698638 0.4472422697046329 0.39529740723769974 0.18782644370111257 0.16857858416626362 0.1679162536466308 0.1599224940071875 0.15260673905402045 0.14727130927478632
1351,6 88 4 51 87 106 202 183 179 105,0.05280780213664755 0.042262076683064205 0.0347697331596809 0.03192324358134468 0.03152995934774573 0.030315323630391383 0.029721398318351723 0.028254255967427755 0.027361608240893613 0.02688155585661133
1352,4 6 17 5 28 9 38 27 47 42,0.49791717973152844 0.4036986027935216 0.2953531029145837 0.25976977936331463 0.25716120342803367 0.23655483541567202 0.23542326098603258 0.2287784487000925 0.2247118794246114 0.20919140213238777
1354,33 48 19 65 45 44 103 73 80 170,0.37589215056396 0.3753148161023035 0.3735281303308815 0.3287946952340792 0.319556040164421 0.30215582436750965 0.30047879747530276 0.2899015546823356 0.2661773294603243 0.26253906760374895
1355,41 58 3 6 20 8 19 22 48 24,0.6801444158291707 0.5307883278238453 0.512946855995233 0.3692695611579983 0.31961073308210997 0.3047564549554006 0.29766279308103377 0.29087269346220984 0.24342611469462677 0.2419304975806378
1357,6 51 106 7 202 72 183 105 108 179,0.15692012016675314 0.10545562930370467 0.0955326071286665 0.09365288776161229 0.09301064441373763 0.09297642384640663 0.08673704269738856 0.08577359743939927 0.08511865752985379 0.0850066092178134
1359,139 22 20 171 9 48 261 33 254 66,0.07635804517999666 0.07037953252230787 0.06758314718619379 0.06237160833230691 0.059521530791969424 0.05364353205780339 0.053313937815806345 0.05239726622680743 0.051830337266530344 0.04985401496728369
1360,112 18 15 36 54 10 30 68 137 107,0.16749037639025915 0.145791259246606 0.1431472233008035 0.12008597065776304 0.11141426388549784 0.1089234302201577 0.10801168394851325 0.10136513454876445 0.09716470823771209 0.09284193443786226
1361,6 88 87 106 14 51 72 202 183 105,0.015400633125598648 0.011770679429808823 0.009047764254501654 0.009036917548430199 0.008923004753653069 0.008635443485656188 0.008299635500491285 0.00820368078320852 0.007858947268587177 0.007587848657729644
1362,20 22 33 48 19 34 32 45 65 73,0.24471770542303928 0.2273195935071391 0.20297579278333264 0.19419002034202912 0.18351404369083862 0.17964871064525786 0.17791277921420418 0.15989934809802825 0.15799130786902976 0.1479387155087107
1363,27 37 9 35 14 10 23 71 56 3,0.8465360047715661 0.7109714043375024 0.5802072271826987 0.43620046669197365 0.406303962583813 0.3553733407783954 0.34429280550859437 0.3431779862098731 0.3314890271004482 0.3157007633781729
1364,6 88 18 112 106 26 90 30 81 105,0.29180386683114967 0.2518985694123132 0.24723699095336643 0.24476489023296907 0.2101290595464044 0.20281253162847698 0.19988446531731088 0.19665900858905985 0.18463351549704735 0.1750005680367071
1366,7 2 112 18 15 6 30 3 10 51,0.007226956791254425 0.0019757007552030467 0.0014521617801367894 0.0014100672199613242 0.0012739212113831385 0.0012482477257203144 0.001216069030019673 0.001165323221480708 0.0011374941374945131 0.0011197197417135635
1367,32 15 99 94 96 138 36 182 208 66,0.07316440425439935 0.06728346187178791 0.06719740870708195 0.06633248572646898 0.055243688342460955 0.05447318913529577 0.04846700418735312 0.047968556597915685 0.043627292827153365 0.03923098577471136
1368,1 20 22 6 33 14 65 73 9 103,0.36356911997004604 0.3141124312359715 0.30699301193953477 0.29664028492849664 0.2630323531268537 0.2301050368532909 0.20854365832086083 0.19476184568049604 0.19389883179783288 0.18967400772528123
1369,7 6 3 32 36 34 14 10 30 51,0.6533467912859927 0.26215193099472556 0.21636078262491654 0.17277083498341933 0.16899794131410495 0.16790864588832277 0.16686801177565525 0.16250921887380348 0.1579486051263528 0.15435754291888049
1370,8 38 3 24 44 14 16 19 25 93,0.3490702248530217 0.198641405854546 0.18873720516695291 0.17203357835306873 0.16148288658248944 0.1566751611752463 0.15209287259986784 0.14357761951801187 0.1360225034003674 0.1255321577843608
1371,6 88 51 87 72 106 14 114 81 70,0.4386781173591038 0.365349541696291 0.28588782252175277 0.27938607683153255 0.26250003829267243 0.25765665987902614 0.24643954270260734 0.21392417448042345 0.21188727806895372 0.20776843190816394
1372,11 17 28 27 47 5 50 42 37 9,0.01604755913881785 0.014101220807141185 0.012755116354662683 0.011179848773763101 0.011158486491215399 0.011092089013209449 0.00996330940548635 0.009763667944381224 0.009328078359969776 0.009144964233812823
1373,3 6 31 40 41 32 39 34 15 55,0.15078996751126716 0.12816170146267705 0.1085366375577996 0.10425721254268155 0.10416410803066553 0.10409267392420707 0.10271354394443243 0.10082688039019713 0.08996989447476729 0.08782501825683471
1377,139 34 133 171 32 15 146 99 94 261,1.9890592996165773e-05 1.934682382083155e-05 1.8355892404555136e-05 1.782896806904879e-05 1.669435442457313e-05 1.5542354302212018e-05 1.5464786949305165e-05 1.5294815753370306e-05 1.5124459729444429e-05 1.4625420898183605e-05
1378,8 44 16 3 25 14 1 19 24 20,0.35046534037219124 0.16579338923127446 0.15245916954036307 0.15144607669742163 0.14331347692857202 0.11869837994325426 0.10531520465891002 0.10478250967238174 0.08300617367187639 0.0817637309999924
1379,112 18 15 36 54 10 3 68 30 137,0.19407164777106323 0.15787779872587288 0.15567945823038729 0.1345010300408097 0.1282447911355543 0.1275134348908129 0.1262248494105376 0.1161086758484736 0.11511461573127234 0.10984972258050918
1380,1 7 11 3 15 17 6 28 2 5,0.15334531724440145 0.10695405730669254 0.05281542237538237 0.051097560672185724 0.04907948465885254 0.04787969026006412 0.04571425102823472 0.041769116443184824 0.039661187111830504 0.03882442114978088
1381,22 20 19 48 33 6 103 24 45 80,0.2899981008995746 0.2591201102875148 0.21898261809867994 0.21420798120817003 0.20627676014410273 0.1895918175387644 0.18125317861267728 0.1781552524184447 0.17735731139123273 0.16641131999022524
1382,7 139 133 171 261 146 165 254 347 9,0.002209815599448562 0.0018225618357635956 0.0015447923951780584 0.0015248050364575904 0.0013410115342078921 0.001319067593584516 0.0012803935458646973 0.0012198642683862715 0.0011925988429232924 0.0011675389445808344
1383,17 28 27 47 5 50 42 37 9 145,0.12139448187811915 0.10983101632364324 0.09623726517781073 0.0960824014930325 0.09420916815330455 0.08584769945260702 0.08333498688633718 0.08007248055708512 0.062397542058850265 0.05683180706900477
